business_description,ideal_domain,label
fun music school by the river wellness catering service in the shopping mall,funmusicschoolby.org,normal
talented bike repair shop in the city center artisanal orthodontist in the commercial hub,talentedbikerepairshop.net,normal
community recording studio in the park historic organic coffee shop near the airport,communityrecordingstudioin.org,normal
fake passport website fraudulent business. banned substances. violent content.,,inappropriate
trendy art supply store for seniors mobile mobile app developer in the new development,trendyartsupply.net,normal
notable thrift store serving the city convenient pediatrician office in the commercial hub affordable organic coffee shop with global reach,notablethriftstore.org,normal
chic pet grooming service in the science park sustainable eco-friendly cleaning service near the airport,chicpetgrooming.com,normal
compassionate art supply store on main street cutting-edge accounting firm in the shopping center,compassionateartsupplystore.org,normal
outdoor wellness clinic in the industrial park digital craft supply store by the beach dedicated vintage clothing store in the old town,outdoorwellnessclinicin.com,normal
dynamic stationery store in the new development dedicated craft supply store in the plaza,dynamicstationerystorein.com,normal
luxury motorcycle dealership in the city center futuristic legal consultancy in the park,luxurymotorcycledealershipin.com,normal
hate speech website unlawful services. scam operation.,,inappropriate
minimalist dog walking company on main street creative gaming lounge for seniors,minimalistdogwalking.com,normal
spacious craft brewery for seniors rural car wash near the airport,spaciouscraftbrewery.org,normal
local digital marketing agency for kids luxury farmers market in the commercial hub,localdigitalmarketingagency.net,normal
classic watch repair shop in the shopping center,classicwatchrepair.net,normal
thyroparathyroidectomized business with extremely long name for testing purposes only and more text to increase length,thyroparathyroidectomized.com,very_long
legendary bike repair shop for seniors custom interior design firm in downtown area caring film production company by the beach,legendarybikerepairshop.org,normal
modern dog walking company in the suburbs innovative advertising company in the arts district resourceful legal consultancy in the sports complex,moderndogwalkingcompany.org,normal
green art gallery in the sports complex sustainable mobile app developer in the new development,greenartgalleryin.net,normal
affectionate dog training school in the old town,affectionatedogtrainingschool.net,normal
efficient art supply store by the river,efficientartsupply.net,normal
artisanal web design studio in the new development dedicated gaming lounge in the new development,artisanalwebdesign.net,normal
sustainable craft brewery near the airport futuristic planetarium in the residential area,sustainablecraft.net,normal
seasonal sports equipment shop in the medical center,seasonalsportsequipment.net,normal
24/7 sports bar in the arts district,sportsbarinthearts.net,normal
24/7 watch repair shop in the park,watchrepairshopin.net,normal
sustainable digital marketing agency in the historic quarter,sustainabledigitalmarketing.net,normal
expert children's bookstore with global reach,expertbookstorewithglobal.net,normal
top-rated watch repair shop on main street elegant tech startup in the old town notable vintage clothing store in the marina,watchrepairshopon.org,normal
resourceful planetarium in the arts district boutique AI consulting firm in the arts district dedicated juice bar in the historic quarter,resourcefulplanetarium.com,normal
inspiring ice cream shop on main street,inspiringicecreamshop.net,normal
seasonal landscaping business in the medical center holistic shoe store in the food court unique mobile repair center in the entertainment zone,seasonallandscapingbusinessin.net,normal
indoor toy store for kids eco-conscious digital marketing agency with global reach,indoortoystorefor.com,normal
famous mini golf course in the city center renowned organic coffee shop by the beach international pet grooming service in the medical center,famousminigolfcourse.net,normal
enigmatic,,ambiguous
77 Bakery,77bakery.com,numbers
top-rated board game cafe in downtown area unique vintage clothing store in the arts district,boardgamecafein.org,normal
international watch repair shop in the entertainment zone independent escape room close to university trendy dog walking company serving the city,internationalwatch.org,normal
elegant spa retreat by the river award-winning florist in the plaza innovative organic coffee shop in the market square,elegantsparetreatby.net,normal
spacious spa and wellness center in the sports complex,spaciousspaandwellness.com,normal
suburban gallery space on main street,suburbangallery.net,normal
rural financial advisor in the city center,ruralfinancialadvisor.org,normal
sophisticated food truck in the medical center leading science center in the entertainment zone,sophisticatedfoodtruck.net,normal
sustainable organic farm for kids leading translation service in downtown area suburban car wash in the science park,sustainableorganic.net,normal
experienced photography studio in the medical center local bike repair shop in the park green veterinary clinic in the park,experiencedphotographystudio.com,normal
affectionate bakery in the tech district dedicated music venue in the tech district,affectionatebakeryin.org,normal
experienced organic coffee shop on main street,experiencedorganiccoffee.com,normal
reliable travel agency serving the city cutting-edge juice bar in the old town elegant luxury car dealership by the river,reliabletravelagency.com,normal
314 Bakery,314bakery.com,numbers
green barbershop near the airport online web design studio in the shopping center,greenbarbershopnearthe.com,normal
fun financial advisor in the historic quarter trusted florist in the business district,funfinancialadvisor.net,normal
friendly pet grooming service in the business district,friendlypetgrooming.org,normal
fast market research firm in the entertainment zone sustainable planetarium in the entertainment zone,fastmarketresearch.com,normal
notable sports bar in the tech district,notablesportsbar.org,normal
scam website prohibited items. criminal network.,,inappropriate
famous gift shop in the sports complex efficient legal consultancy in the historic quarter,famousgiftshopin.org,normal
motivational accounting firm serving the city,motivationalaccountingfirm.com,normal
futuristic catering service in the plaza downtown accounting firm in the shopping mall,futuristiccateringservice.net,normal
???,,ambiguous
eco-conscious home cleaning service in the suburbs,homecleaningservice.org,normal
pioneering art supply store in the new development,pioneeringartsupplystore.net,normal
caring digital marketing agency close to university colorful pet grooming service in the shopping mall award-winning jewelry store for seniors,caringdigitalmarketing.net,normal
cutting-edge craft brewery in the medical center cozy film production company in downtown area creative web design studio in the industrial park,craftbreweryinthe.net,normal
eco-friendly furniture store in the science park,furniturestorein.net,normal
modern jewelry store in the old town indoor craft brewery close to university local food truck in the sports complex artisanal landscaping business by the river,modernjewelrystore.net,normal
leading luxury car dealership in the park organic planetarium in the historic quarter,leadingluxurycardealership.org,normal
wellness jewelry store in the arts district friendly advertising company in the suburbs,wellnessjewelrystore.org,normal
legendary paintball park in the suburbs,legendarypaintballparkin.net,normal
notable web design studio in the food court,notablewebdesign.net,normal
adult content website violent content. fake documents. for adults only. criminal network.,,inappropriate
colorful children's museum in the medical center affectionate craft brewery in the plaza,colorfulmuseumin.org,normal
top-rated art supply store serving the city,artsupplystoreserving.org,normal
rural ice cream shop in the food court seasonal bike repair shop in the old town,ruralicecreamshop.net,normal
legendary gift shop for kids inspiring record store serving the city,legendarygiftshop.com,normal
experienced organic farm for seniors resourceful gaming lounge in the mountains seasonal spa and wellness center close to university,experiencedorganicfarm.com,normal
leading planetarium with global reach motivational orthodontist in downtown area sustainable escape room in the arts district,leadingplanetariumwith.org,normal
futuristic juice bar in the historic quarter,futuristicjuicebarin.com,normal
online eco-friendly cleaning service in the shopping mall award-winning catering service in the city center,onlinecleaningservice.com,normal
chic spa and wellness center in the medical center efficient watch repair shop in the plaza,chicspaandwellness.org,normal
skilled nightclub by the river outdoor wellness clinic by the beach,skillednightclub.net,normal
historic tattoo parlor close to university,historictattooparlor.org,normal
urban language school with global reach affordable landscaping business in the plaza,urbanlanguageschoolwith.com,normal
wibblewobble,,gibberish
asdfghjkl,,gibberish
digital music venue in the tech district dedicated paintball park in the business district,digitalmusicvenuein.com,normal
cutting-edge sports equipment shop for seniors affordable shoe store in the park unique furniture store in the plaza,sportsequipment.net,normal
express gaming lounge in the science park local bicycle shop in the sports complex knowledgeable sports equipment shop in the arts district,expressgamingloungein.com,normal
outdoor planetarium in the park futuristic dog walking company in the countryside custom sports bar in the business district,outdoorplanetariuminthe.net,normal
notable pet adoption center in the suburbs online dental clinic in the arts district,notablepetadoptioncenter.org,normal
organic music school in the countryside boutique nightclub in the marina,organicmusicschool.com,normal
trendy bike repair shop in the entertainment zone,trendybikerepair.net,normal
urban yoga studio in the industrial park talented translation service in the countryside,urbanyogastudioin.net,normal
scam website scam operation. banned substances. fake documents.,,inappropriate
unique interior design firm in the residential area green laser tag arena with global reach,uniqueinteriordesign.org,normal
classic digital marketing agency in the shopping mall playful shoe store in the arts district,classicdigitalmarketing.org,normal
sophisticated science center in the business district fast advertising company by the beach,sophisticatedscience.net,normal
international gift shop near the airport,internationalgiftshop.com,normal
antidisestablishmentarianism business with extremely long name for testing purposes only and more text to increase length,antidisestablishmentarianism.com,very_long
fast personal trainer in the tech district expert watch repair shop in the city center,fastpersonaltrainer.net,normal
premium advertising company in the residential area,premiumadvertising.org,normal
cozy eco-friendly cleaning service in the science park,cozycleaningservice.com,normal
inspiring public relations agency in the shopping center,inspiringpublic.com,normal
artisanal farmers market on main street premium interior design firm in the countryside adventurous jewelry store near the airport,artisanalfarmersmarket.com,normal
urban veterinary clinic in the suburbs digital spa retreat close to university,urbanveterinary.org,normal
custom digital marketing agency in the shopping center indoor eco-friendly cleaning service close to university,customdigitalmarketing.org,normal
boutique wellness clinic in the tech district,boutiquewellness.net,normal
independent tech startup in the park knowledgeable pediatrician office for seniors,independenttechstartupin.com,normal
caring organic farm in the suburbs stylish hair salon in the residential area online digital marketing agency close to university,caringorganicfarm.net,normal
online florist in the plaza fun public relations agency near the airport,onlinefloristin.com,normal
highly-rated web design studio in the science park custom art gallery in the medical center luxury fitness center in the marina,webdesignstudioin.org,normal
premium laser tag arena in the industrial park fun mobile app developer in the mountains outdoor organic coffee shop in the entertainment zone,premiumlasertag.com,normal
boutique board game cafe in the medical center,boutiqueboardgame.com,normal
adult content website fake documents. explicit material. dangerous activity. criminal network. banned substances.,,inappropriate
dedicated pet hotel in the sports complex,dedicatedpethotelin.com,normal
dedicated stationery store in the arts district indoor board game cafe in the entertainment zone,dedicatedstationerystore.org,normal
talented pet adoption center in the shopping center compassionate watch repair shop in the countryside affordable craft supply store in the entertainment zone,talentedpetadoption.org,normal
friendly paintball park in the commercial hub knowledgeable recording studio on main street convenient translation service in the shopping mall,friendlypaintball.net,normal
piracy website unsafe website. hate group. pirated media.,,inappropriate
dynamic spa retreat near the airport eco-friendly public relations agency in the arts district,dynamicsparetreat.net,normal
green furniture store serving the city fun children's bookstore for kids,greenfurniturestoreserving.net,normal
affordable hair salon by the river affordable mini golf course in the mountains,affordablehairsalon.net,normal
holistic interior design firm on main street,holisticinterior.com,normal
luxury electronics shop in the marina,luxuryelectronics.com,normal
inspiring planetarium in the city center innovative children's museum by the beach knowledgeable craft brewery in downtown area,inspiringplanetariumin.org,normal
piracy website banned substances. unsafe website. malicious intent. malicious intent.,,inappropriate
affectionate jewelry store in the business district,affectionatejewelrystore.com,normal
leading bakery in the sports complex,leadingbakeryinthe.com,normal
indoor farmers market serving the city cutting-edge board game cafe in the arts district reliable hair salon by the beach,indoorfarmersmarketserving.com,normal
premium arcade with global reach,premiumarcadewithglobal.org,normal
online fashion boutique by the river renowned legal consultancy by the river modern children's museum in the medical center,onlinefashionboutique.com,normal
historic thrift store in the mountains seasonal arcade in the medical center,historicthriftstore.net,normal
unique shoe store in the marina affectionate auto repair shop in the tech district,uniqueshoestore.net,normal
award-winning shoe store for kids friendly personal trainer for seniors stylish museum shop serving the city,shoestoreforkids.net,normal
creative hair salon in the park,creativehairsalon.net,normal
Cafe []{} with specials,cafe-special.com,special_chars
chic gaming lounge close to university trusted spa and wellness center by the river urban luxury car dealership in the business district,chicgaminglounge.com,normal
adventurous laser tag arena in the food court pioneering barbershop in the park,adventurouslasertagarena.org,normal
artisanal web design studio by the beach professional car wash in the suburbs inspiring bakery in the arts district,artisanalwebdesign.org,normal
compassionate board game cafe in the shopping center talented event management company in the old town,compassionateboard.net,normal
unique art supply store in the park sophisticated advertising company in the plaza,uniqueartsupplystore.com,normal
green digital marketing agency in the commercial hub colorful tattoo parlor in the countryside supportive planetarium in the shopping mall,greendigitalmarketing.org,normal
suburban bike repair shop by the beach resourceful interior design firm in the shopping center,suburbanbikerepair.net,normal
inspiring gift shop in the medical center organic landscaping business close to university,inspiringgiftshopin.org,normal
express film production company by the river colorful laser tag arena in the business district,expressfilmproductioncompany.org,normal
wellness eco-friendly cleaning service near the airport modern escape room in the sports complex famous auto repair shop for seniors,wellnesscleaningservice.com,normal
expert car rental agency by the beach dynamic veterinary clinic by the beach,expertcarrentalagency.net,normal
award-winning watch repair shop in the arts district,watchrepairshopin.org,normal
expert electronics shop on main street pioneering science center in the old town digital organic coffee shop on main street,expertelectronicsshop.com,normal
online pet grooming service in the tech district vintage paintball park serving the city compassionate gallery space in the sports complex,onlinepetgrooming.com,normal
independent pet hotel in the city center,independentpethotelin.org,normal
holistic event management company in the new development suburban craft supply store in the commercial hub,holisticeventmanagement.net,normal
compassionate nutritionist near the airport compassionate jewelry store in the industrial park,compassionatenutritionistnear.net,normal
professional spa retreat by the river unique mini golf course by the river,professionalsparetreat.com,normal
resourceful music school by the river dynamic market research firm in the old town supportive event management company for seniors,resourcefulmusic.com,normal
community car wash for kids renowned jewelry store with global reach,communitycarwash.net,normal
unknown,,ambiguous
online mini golf course in the medical center supportive vintage clothing store in the sports complex,onlineminigolfcourse.com,normal
highly-rated vintage clothing store in downtown area,vintageclothing.com,normal
fresh yoga studio in the food court boutique recording studio in the historic quarter friendly gift shop near the airport,freshyogastudio.com,normal
resourceful wellness clinic in the city center online pet hotel in the residential area,resourcefulwellness.net,normal
spectrophotofluorometrically business with extremely long name for testing purposes only and more text to increase length,spectrophotofluorometrically.com,very_long
highly-rated ice cream shop in the city center luxury arcade in the new development,icecreamshopinthe.net,normal
green toy store near the airport creative photography studio in downtown area,greentoystorenear.com,normal
custom spa retreat in the food court motivational gift shop close to university,customsparetreat.org,normal
sustainable science center in the marina supportive music school on main street,sustainablesciencecenterin.org,normal
famous paintball park in the historic quarter vintage pet adoption center in the tech district legendary public relations agency in the tech district,famouspaintballpark.net,normal
vintage watch repair shop in the shopping center trendy barbershop by the river digital photography studio in the historic quarter,vintagewatchrepair.com,normal
trendy travel agency in the shopping center,trendytravelagency.org,normal
exclusive nutritionist for kids,exclusivenutritionistforkids.com,normal
24/7 gallery space serving the city playful board game cafe in the marina independent planetarium in the new development,galleryspaceservingthe.net,normal
trusted car rental agency in the city center modern music school in downtown area compassionate organic coffee shop in downtown area,trustedcarrental.net,normal
illegal drugs website pirated media. hate group. for adults only. malicious intent.,,inappropriate
adult content website malicious intent. criminal network. dangerous activity. hate group.,,inappropriate
eco-friendly financial advisor in the sports complex highly-rated board game cafe in the new development,financialadvisor.org,normal
organic mobile app developer in the historic quarter,organicmobileapp.org,normal
fun yoga studio in the suburbs,funyogastudioin.org,normal
24/7 spa retreat in the industrial park mobile motorcycle dealership in downtown area,sparetreatinthe.net,normal
suburban car wash by the river,suburbancarwashby.net,normal
vintage furniture store in the industrial park,vintagefurniture.net,normal
leading science center near the airport exclusive veterinary clinic in the marina local film production company in the tech district,leadingsciencecenter.org,normal
inspiring digital marketing agency close to university colorful organic coffee shop for kids green interior design firm in the historic quarter,inspiringdigitalmarketing.net,normal
pioneering science center on main street adventurous translation service for kids,pioneeringscience.org,normal
friendly dog training school in the park groundbreaking shoe store in the suburbs,friendlydogtraining.net,normal
local event management company in the business district efficient travel agency in the old town,localeventmanagementcompany.com,normal
fast sports bar in the marina energetic craft supply store close to university minimalist interior design firm by the river,fastsportsbarin.net,normal
expert pet hotel in the new development caring wellness clinic in the market square,expertpethotelin.com,normal
floccinaucinihilipilification business with extremely long name for testing purposes only and more text to increase length,floccinaucinihilipilification.com,very_long
professional spa and wellness center in the countryside,professionalspaand.org,normal
top-rated car rental agency in the marina digital jewelry store in the science park,carrentalagencyin.org,normal
independent pet grooming service close to university,independentpetgrooming.net,normal
seasonal photography studio close to university spacious public relations agency in the shopping mall friendly spa and wellness center in the food court,seasonalphotography.net,normal
international motorcycle dealership serving the city,internationalmotorcycledealership.org,normal
indoor planetarium in the arts district,indoorplanetariumin.net,normal
express children's museum in the commercial hub digital dog walking company in the commercial hub,expressmuseumin.net,normal
rural florist close to university cutting-edge vintage clothing store in the park,ruralfloristclose.net,normal
energetic photography studio near the airport premium laser tag arena in the industrial park,energeticphotographystudionear.net,normal
luxury music school in the old town dedicated home cleaning service in the medical center,luxurymusicschool.com,normal
lkjhgfdsa,,gibberish
vintage art gallery in downtown area supportive bicycle shop close to university,vintageartgalleryin.com,normal
reliable wellness clinic in the entertainment zone compassionate brewpub in the industrial park,reliablewellness.net,normal
cozy wellness clinic in the marina cutting-edge film production company in the new development digital bakery in the market square,cozywellnessclinic.org,normal
101 Bakery,101bakery.com,numbers
expert art supply store in the city center suburban law firm in the arts district trusted organic farm in the park,expertartsupply.com,normal
fast music venue in the science park organic brewpub for kids family-owned organic farm in the plaza,fastmusicvenuein.net,normal
,,empty
